wine_link,name,year,winery,rating,rating_qty,price,body,tannis,sweetness,acidity,style,alcohol,image,ageing,black fruit,citrus,dried fruit,earthy,floral,oaky,red fruit,spices,tree fruit,tropical,vegetal,yeasty,any junk food will do,aperitif,appetizers and snacks,beef,blue cheese,cured meat,"game (deer, venison)",goat's milk cheese,lamb,lean fish,mature and hard cheese,mild and soft cheese,mushrooms,pasta,pork,poultry,"rich fish (salmon, tuna etc)",shellfish,spicy food,veal,vegetarian,Albariño,Barbera,Bonarda,Béquignol Noir,Cabernet Franc,Cabernet Sauvignon,Cereza,Chardonnay,Chenin Blanc,Criolla Grande,Garnacha,Gewürztraminer,Grenache,Grüner Veltliner,Malbec,Malvasia,Marsanne,Mencia,Merlot,Moscatel,Mourvedre,Pais,Pedro Ximenez,Petit Verdot,Pinot Gris,Pinot Noir,Riesling,Roussanne,Sangiovese,Sauvignon Blanc,Shiraz/Syrah,Sémillon,Tannat,Tempranillo,Torrontés,Trousseau,Verdejo,Viognier,Agrelo,Argentina,Brazil,Cafayate Valley,Calchaqui Valley,Campanha,Famatina,Gualtallary,La Consulta,La Rioja,Las Compuertas,Lujan de Cuyo,Lunlunta,Maipu,Mendoza,Paraje Altamira,Patagonia,Pedernal Valley,Perdriel,Rio Grande do Sul,Rio Negro,Salta,San Carlos,San Juan,San Rafael,Serra Gaúcha,Tulum Valley,Tunuyán,Tupungato,Uco Valley,Vale dos Vinhedos,Vista Flores
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-bones-chardonnay/w/1555830?year=2017&price_id=38413623,Adrianna Vineyard White Bones Chardonnay,2017,Catena Zapata,4.4,309.0,118.95,0.5652,,0.152,0.4527,Argentinian Chardonnay,0.13,https://images.vivino.com/thumbs/RrYTlfu7QdmGj1BhWWM--w_pb_x600.png,0.0152,0.0,0.2113,0.0025,0.2054,0.0261,0.1448,0.0025,0.0774,0.1886,0.0446,0.0387,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-bones-chardonnay/w/1555830?year=2018&price_id=37596944,Adrianna Vineyard White Bones Chardonnay,2018,Catena Zapata,4.4,288.0,148.95,0.5652,,0.152,0.4527,Argentinian Chardonnay,,https://images.vivino.com/thumbs/RrYTlfu7QdmGj1BhWWM--w_pb_x600.png,0.0152,0.0,0.2113,0.0025,0.2054,0.0261,0.1448,0.0025,0.0774,0.1886,0.0446,0.0387,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/achaval-ferrer-finca-altamira-malbec/w/1176258?year=2019&price_id=34337851,Finca Altamira Malbec,2019,Achaval-Ferrer,4.4,289.0,123.95,0.6646,0.3384,0.1952,0.3922,Argentinian Uco Valley Malbec Red,,https://images.vivino.com/thumbs/oHO7g_nFT2iceF1YABiQdA_pb_x600.png,0.0099,0.304,0.0091,0.0136,0.1744,0.0243,0.2926,0.0766,0.0728,0.0015,0.0008,0.0061,0.0144,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-stones-chardonnay-mendoza/w/5745097?year=2020&price_id=35057076,Adrianna Vineyard White Stones Chardonnay,2020,Catena Zapata,4.4,270.0,139.98,0.5104,,0.1342,0.4716,Argentinian Chardonnay,,https://images.vivino.com/thumbs/moA8OTV-QeqK1S0WlHl54w_pb_x600.png,0.037,0.0,0.2097,0.0,0.1947,0.0167,0.1824,0.0026,0.0185,0.2159,0.0396,0.0273,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-stones-chardonnay-mendoza/w/5745097?year=2021&price_id=34343317,Adrianna Vineyard White Stones Chardonnay,2021,Catena Zapata,4.4,220.0,146.99,0.5104,,0.1342,0.4716,Argentinian Chardonnay,0.125,https://images.vivino.com/thumbs/moA8OTV-QeqK1S0WlHl54w_pb_x600.png,0.037,0.0,0.2097,0.0,0.1947,0.0167,0.1824,0.0026,0.0185,0.2159,0.0396,0.0273,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/achaval-ferrer-finca-bella-vista-malbec/w/77558?year=2019&price_id=35274831,Finca Bella Vista Malbec,2019,Achaval-Ferrer,4.4,223.0,149.99,0.6749,0.3327,0.2223,0.3873,Argentinian Mendoza Malbec Red,0.142,https://images.vivino.com/thumbs/l_YzGgGdSoaP8rbXfZSMiQ_pb_x600.png,0.0123,0.3036,0.0051,0.0205,0.1764,0.0277,0.2687,0.1179,0.0574,0.0021,0.001,0.0021,0.0051,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-stones-chardonnay-mendoza/w/5745097?year=2014&price_id=38101763,Adrianna Vineyard White Stones Chardonnay,2014,Catena Zapata,4.4,210.0,160.01,0.5104,,0.1342,0.4716,Argentinian Chardonnay,0.13,https://images.vivino.com/thumbs/moA8OTV-QeqK1S0WlHl54w_pb_x600.png,0.037,0.0,0.2097,0.0,0.1947,0.0167,0.1824,0.0026,0.0185,0.2159,0.0396,0.0273,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/vina-cobos-bramare-marchiori-vineyard-malbec/w/43944?year=2009&price_id=27267064,Bramare Marchiori Vineyard Malbec,2009,Viña Cobos,4.4,203.0,109.61,0.696,0.3076,0.2391,0.3363,Argentinian Lujan de Cuyo Malbec Red,0.155,https://images.vivino.com/thumbs/CS4T5M0VTcmYnl37tPho6A_pb_x600.png,0.0163,0.281,0.0016,0.018,0.1078,0.0147,0.3791,0.0784,0.085,0.0016,0.0016,0.0016,0.0131,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/vina-cobos-vinculum-chardonnay/w/9914051?year=2021&price_id=35399396,Vinculum Chardonnay,2021,Viña Cobos,4.4,194.0,64.78,0.4287,,0.2116,0.4644,Argentinian Chardonnay,0.14,https://images.vivino.com/thumbs/aQ9imD_AQ9CXoZ9TqCJorw_pb_x600.png,0.0143,0.0,0.1429,0.0,0.1429,0.0143,0.3714,0.0,0.0429,0.2,0.0,0.0286,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/alta-vista-alto/w/65934?year=2018&price_id=36285007,Alto,2018,Alta Vista,4.4,176.0,88.0,0.7663,0.5077,0.1373,0.4453,Argentinian Cabernet Sauvignon - Malbec,,https://images.vivino.com/thumbs/Mbwbf7-8Q7qTvtiwyztwDQ_pb_x600.png,0.0163,0.2626,0.0,0.049,0.1395,0.0163,0.3501,0.0638,0.0816,0.003,0.0,0.003,0.0148,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/zuccardi-finca-los-membrillos-cabernet-sauvignon/w/3508289?year=2017&price_id=37942381,Finca Los Membrillos Cabernet Sauvignon,2017,Zuccardi,4.4,163.0,165.33,0.6106,0.6046,0.1453,0.5353,Argentinian Cabernet Sauvignon,,https://images.vivino.com/thumbs/ohF-CTl_S3G5SmehhqigKA_pb_x600.png,0.0055,0.3716,0.0055,0.0,0.1913,0.0437,0.1585,0.0929,0.082,0.0055,0.0,0.0273,0.0164,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.vivino.com/ar-pascual-toso-magdalena-toso/w/1176350?year=2020&price_id=33044987,Magdalena Toso,2020,Pascual Toso,4.4,159.0,149.99,0.7334,0.5175,0.1322,0.4475,Argentinian Cabernet Sauvignon - Malbec,,https://images.vivino.com/thumbs/xDV-BtqAS9uI1L8El7m4iw_pb_x600.png,0.0076,0.2879,0.0303,0.0152,0.0606,0.0303,0.3864,0.0682,0.0606,0.0,0.0,0.0,0.053,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/alicia-brote-negro-coleccion-de-familia/w/1266838?year=2014&price_id=36593071,Brote Negro (Colección de Familia),2014,Viña Alicia,4.4,156.0,117.89,0.6949,0.3587,0.2259,0.3263,Argentinian Lujan de Cuyo Malbec Red,,https://images.vivino.com/thumbs/DbFaZWnaSoqP5od0WAbnAA_pb_x600.png,0.0,0.2883,0.0,0.0541,0.1441,0.018,0.3063,0.0811,0.0991,0.009,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/altos-las-hormigas-jardin-de-hormigas-los-amantes-malbec/w/11853542?year=2022&price_id=37029729,Jardin de Hormigas Los Amantes Malbec,2022,Altos Las Hormigas,4.4,,130.14,0.4975,0.4627,0.2965,0.4608,Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/gb9tbBFWRViBSMT4HGrr8g_pb_x600.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.vivino.com/alta-vista-alto/w/65934?year=2019&price_id=34667073,Alto,2019,Alta Vista,4.4,130.0,87.14,0.7663,0.5077,0.1373,0.4453,Argentinian Cabernet Sauvignon - Malbec,,https://images.vivino.com/thumbs/Mbwbf7-8Q7qTvtiwyztwDQ_pb_x600.png,0.0163,0.2626,0.0,0.049,0.1395,0.0163,0.3501,0.0638,0.0816,0.003,0.0,0.003,0.0148,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/penedo-borges-penedo-borges-icono-edicion-aniversario/w/10736235?year=2018&price_id=31856398,Penedo Borges Icono Edicion Aniversario,2018,Otaviano,4.4,103.0,38.84,0.5033,0.4399,0.3502,0.4387,Argentinian Malbec Red Blend,,https://images.vivino.com/thumbs/cXsTRMMYT9uuu_t7D3aVXw_pb_x600.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/achaval-ferrer-finca-bella-vista-malbec/w/77558?year=2020&price_id=37521004,Finca Bella Vista Malbec,2020,Achaval-Ferrer,4.4,102.0,123.95,0.6749,0.3327,0.2223,0.3873,Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/l_YzGgGdSoaP8rbXfZSMiQ_pb_x600.png,0.0123,0.3036,0.0051,0.0205,0.1764,0.0277,0.2687,0.1179,0.0574,0.0021,0.001,0.0021,0.0051,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/achaval-ferrer-finca-mirador-mendoza-red-wine-v-qzgkc/w/89025?year=2018&price_id=28867370,Finca Mirador,2018,Achaval-Ferrer,4.4,101.0,150.0,0.6734,0.3562,0.1999,0.4053,Argentinian Mendoza Malbec Red,0.145,https://images.vivino.com/thumbs/FE-eG36YR9yHOIE3sA18Dg_pb_x600.png,0.0131,0.2825,0.0037,0.015,0.1871,0.0159,0.3087,0.072,0.0795,0.0047,0.0,0.0065,0.0112,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/pyros-limestone-hill-malbec/w/8666793?year=2019&price_id=38537442,Limestone Hill Malbec,2019,Pyros,4.4,98.0,112.92,0.6027,0.5011,0.193,0.5002,Argentinian Malbec,,https://images.vivino.com/thumbs/HCaYydnDSVi7NYqI0_L6zQ_pb_x600.png,0.0,0.3514,0.0,0.0,0.1622,0.027,0.3243,0.0541,0.0811,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://www.vivino.com/ar-corazon-del-sol-gran-reserva-malbec/w/3389759?year=2015&price_id=36234841,Gran Reserva Malbec,2015,Corazon del Sol,4.4,92.0,,0.6408,0.3503,0.2247,0.3816,Argentinian Uco Valley Malbec Red,,https://images.vivino.com/thumbs/vUizzAVUR26fJKWDhYHG-Q_pb_x600.png,0.0259,0.25,0.0,0.0345,0.1724,0.0172,0.2931,0.0948,0.069,0.0,0.0086,0.0086,0.0259,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-bones-chardonnay/w/1555830?year=2022&price_id=37940605,Adrianna Vineyard White Bones Chardonnay,2022,Catena Zapata,4.4,77.0,149.33,0.5652,,0.152,0.4527,Argentinian Chardonnay,0.13,https://images.vivino.com/thumbs/RrYTlfu7QdmGj1BhWWM--w_pb_x600.png,0.0152,0.0,0.2113,0.0025,0.2054,0.0261,0.1448,0.0025,0.0774,0.1886,0.0446,0.0387,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/lopez-montchenot-gran-reserva-15-anos/w/1150346?year=2007&price_id=29849009,Montchenot Gran Reserva 15 Años,2007,López,4.4,66.0,83.33,0.6648,0.4702,0.0862,0.3785,Argentinian Bordeaux Blend,,https://images.vivino.com/thumbs/47hj2Nx5TuuRQUROY-5tBA_pb_x600.png,0.0,0.2632,0.0,0.0,0.0526,0.0526,0.5263,0.1053,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-white-stones-chardonnay-mendoza/w/5745097?year=2022&price_id=37940607,Adrianna Vineyard White Stones Chardonnay,2022,Catena Zapata,4.4,39.0,149.33,0.5104,,0.1342,0.4716,Argentinian Chardonnay,0.13,https://images.vivino.com/thumbs/moA8OTV-QeqK1S0WlHl54w_pb_x600.png,0.037,0.0,0.2097,0.0,0.1947,0.0167,0.1824,0.0026,0.0185,0.2159,0.0396,0.0273,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/chacra-chardonnay/w/6663784?year=2023&price_id=36507952,Chardonnay,2023,Chacra,4.4,29.0,153.0,0.5066,,0.1375,0.4568,Argentinian Chardonnay,,https://images.vivino.com/thumbs/aH0XUzuvStCIyoWaSWlrMQ_pb_x600.png,0.0479,0.0,0.1374,0.0064,0.278,0.0288,0.2045,0.0,0.0128,0.1885,0.0447,0.0096,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/vina-cobos-cocodrilo-red-blend-mendoza/w/2178564?year=2022&price_id=38117989,Cocodrilo Red Blend,2022,Viña Cobos,4.3,,29.95,0.7195,0.4637,0.1676,0.4157,Argentinian Bordeaux Blend,0.147,https://images.vivino.com/thumbs/MisVOMgOTMi3KfhYSZTwyQ_pb_x600.png,0.0067,0.2657,0.0033,0.0067,0.1332,0.0141,0.4063,0.0756,0.0723,0.0007,0.0013,0.0054,0.0087,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/luca-beso-de-dante/w/74337?year=2022&price_id=38160176,Beso de Dante,2022,Luca,4.3,,45.0,0.7651,0.5452,0.1319,0.5185,Argentinian Bordeaux Blend,,https://images.vivino.com/thumbs/eX6NWPocTBaYiS8W7cRTHg_pb_x600.png,0.0053,0.2965,0.0021,0.0138,0.1286,0.0096,0.3677,0.0627,0.0956,0.0021,0.0,0.0032,0.0128,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/catena-alta-malbec/w/1870?year=2018&price_id=28008377,Malbec,2018,Catena Alta,4.3,4103.0,99.99,0.6574,0.2772,0.1827,0.3484,Argentinian Mendoza Malbec Red,0.135,https://images.vivino.com/thumbs/sEcsaCEwQB6snXQXT42C8g_pb_x600.png,0.0071,0.3047,0.0024,0.0063,0.1441,0.0251,0.3485,0.0651,0.0782,0.0011,0.0008,0.0042,0.0123,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/luca-old-vine-malbec-valle-de-uco/w/74338?year=2019&price_id=28320354,Old Vine Malbec,2019,Luca,4.3,3858.0,39.95,0.6706,0.3033,0.1866,0.3336,Argentinian Uco Valley Malbec Red,0.14,https://images.vivino.com/thumbs/SewGPj3WQXmHJjyFI2JgoA_pb_x600.png,0.0049,0.32,0.0036,0.0177,0.1558,0.0136,0.3115,0.0852,0.0698,0.001,0.0008,0.0038,0.0123,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.vivino.com/catena-zapata-adrianna-vineyard-gualtallary-malbec/w/68734?year=2020&price_id=37416814,Adrianna Vineyard Gualtallary Malbec,2020,Catena Zapata,4.3,,252.95,0.6759,0.3028,0.1881,0.352,Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/upGHYig9Rfi4m0gRYXilfg_pb_x600.png,0.0034,0.2196,0.0101,0.0101,0.1622,0.0338,0.3378,0.1014,0.098,0.0,0.0034,0.0034,0.0169,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/alma-negra-m-blend/w/1128831?year=2019&price_id=33968516,M Blend,2019,Alma Negra,4.3,2639.0,23.99,0.6479,0.3816,0.3053,0.512,Argentinian Malbec Red Blend,0.135,https://images.vivino.com/thumbs/RYGESMX3SKWdTcLWtB--LA_pb_x600.png,0.0054,0.2883,0.002,0.0129,0.1575,0.0149,0.3274,0.0976,0.0718,0.0035,0.001,0.0059,0.0119,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/el-enemigo-malbec/w/1674523?year=2021&price_id=37940982,Malbec,2021,El Enemigo,4.3,2519.0,25.0,0.6494,0.3528,0.2076,0.3493,Argentinian Mendoza Malbec Red,0.135,https://images.vivino.com/thumbs/S0m-9WKZRfKqjuvZbpy8Vg_pb_x600.png,0.008,0.3148,0.005,0.0118,0.134,0.0183,0.3422,0.0791,0.0664,0.0049,0.0004,0.004,0.0111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vivino.com/el-enemigo-cabernet-franc/w/2342297?year=2021&price_id=37851085,Cabernet Franc,2021,El Enemigo,4.3,1995.0,29.39,0.5304,0.4773,0.1825,0.7228,Argentinian Mendoza Cabernet Franc Red,0.135,https://images.vivino.com/thumbs/r87yUi-gTdeE0oy5uJYZiQ_pb_x600.png,0.0073,0.2521,0.0043,0.009,0.1418,0.0174,0.3242,0.109,0.1038,0.0032,0.0002,0.0161,0.0116,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
