wine_link,name,year,winery,rating,rating_qty,price,body,tannins,sweetness,acidity,notes,pairings,grapes,region,style,alcohol,image
https://www.vivino.com/santa-julia-organica-cabernet-sauvignon/w/1579874?year=2022&price_id=33635344,Orgánica Cabernet Sauvignon,2022,Santa Julia,3.6,30,12.99,62.7539575%,50.8413425%,4.224547499999998%,46.192589999999996%,"{'black fruit': 64, 'oaky': 29, 'spices': 12, 'red fruit': 11, 'citrus': 6, 'earthy': 5, 'yeasty': 3, 'tropical': 2, 'tree fruit': 2, 'ageing': 1, 'vegetal': 1}","['beef', 'lamb', 'poultry']",['Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,,https://images.vivino.com/thumbs/CxnwiUVVQHyI9arv7NB6qw_pb_x600.png
https://www.vivino.com/altos-del-plata-malbec/w/1161128?year=2023&price_id=38539552,Malbec,2023,Altos del Plata,3.5,based,15.95,61.005632500000004%,28.626800000000003%,18.630557499999995%,37.4329075%,"{'oaky': 639, 'black fruit': 578, 'earthy': 342, 'red fruit': 325, 'spices': 150, 'floral': 42, 'yeasty': 41, 'ageing': 36, 'dried fruit': 30, 'vegetal': 22, 'tropical': 8, 'citrus': 7, 'tree fruit': 4}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Lujan de Cuyo Malbec Red,,https://images.vivino.com/thumbs/5FixNfhtRui_n_OwIFHPPw_pb_x600.png
https://www.vivino.com/tilia-malbec-syrah/w/87731?year=2023&price_id=37217327,Malbec - Syrah,2023,Tilia,3.5,based,16.86,66.51023500000001%,36.89852749999999%,29.8305675%,52.6658825%,"{'black fruit': 113, 'oaky': 98, 'red fruit': 55, 'earthy': 39, 'spices': 21, 'yeasty': 7, 'citrus': 5, 'floral': 4, 'ageing': 3, 'vegetal': 3, 'tree fruit': 3, 'dried fruit': 2}","['beef', 'lamb', 'pork', 'poultry', 'mushrooms', 'blue cheese']","['Shiraz/Syrah', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Malbec Red Blend,,https://images.vivino.com/thumbs/2rDopimGS5GrMIVTLvkLIw_pb_x600.png
https://www.vivino.com/santa-julia-organica-malbec/w/1319126?year=2024&price_id=38317888,Orgánica Malbec,2024,Santa Julia,3.5,based,12.05,60.3077825%,24.997882499999996%,17.1120925%,36.203175%,"{'oaky': 106, 'red fruit': 106, 'black fruit': 96, 'earthy': 45, 'spices': 27, 'dried fruit': 11, 'yeasty': 9, 'vegetal': 5, 'ageing': 4, 'tree fruit': 4, 'floral': 3, 'tropical': 2, 'citrus': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/Uud21724RhqFCsbLQfCYRw_pb_x600.png
https://www.vivino.com/tilia-chardonnay/w/87732?year=2024&price_id=38459035,Chardonnay,2024,Tilia,3.5,based,16.86,53.41282999999999%,,17.322652499999997%,39.326285%,"{'oaky': 127, 'tree fruit': 98, 'citrus': 60, 'tropical': 28, 'yeasty': 25, 'earthy': 20, 'vegetal': 10, 'ageing': 8, 'spices': 3, 'black fruit': 3, 'red fruit': 3, 'floral': 2, 'dried fruit': 1}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['Chardonnay'],"['Argentina', 'Mendoza']",Argentinian Chardonnay,,https://images.vivino.com/thumbs/FhiOryRxSGCTumOfyfqs6Q_pb_x600.png
https://www.vivino.com/altos-del-plata-malbec/w/1161128?year=2018&price_id=24431870,Malbec,2018,Altos del Plata,3.5,4334,12.97,61.005632500000004%,28.626800000000003%,18.630557499999995%,37.4329075%,"{'oaky': 639, 'black fruit': 578, 'earthy': 342, 'red fruit': 325, 'spices': 150, 'floral': 42, 'yeasty': 41, 'ageing': 36, 'dried fruit': 30, 'vegetal': 22, 'tropical': 8, 'citrus': 7, 'tree fruit': 4}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Lujan de Cuyo Malbec Red,14.5%,https://images.vivino.com/thumbs/5FixNfhtRui_n_OwIFHPPw_pb_x600.png
https://www.vivino.com/tamari-malbec-reserva/w/57034?year=2023&price_id=38335249,Malbec Reserva,2023,Tamarí,3.5,based,15.74,62.734192500000006%,25.8506%,15.809317499999999%,33.595705%,"{'oaky': 58, 'black fruit': 50, 'earthy': 33, 'red fruit': 23, 'spices': 19, 'ageing': 2, 'yeasty': 2, 'citrus': 2, 'dried fruit': 1, 'vegetal': 1, 'tree fruit': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/Ge4JX4zBSGmkKTulb91JPQ_pb_x600.png
https://www.vivino.com/bodini-malbec/w/1831390?year=2023&price_id=37922405,Malbec,2023,Bodini,3.5,based,13.95,65.5621%,24.94596%,17.0425075%,33.1903375%,"{'black fruit': 123, 'oaky': 109, 'earthy': 47, 'red fruit': 47, 'spices': 34, 'ageing': 5, 'citrus': 4, 'yeasty': 3, 'dried fruit': 3, 'tree fruit': 3, 'vegetal': 2, 'floral': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/C8ED0tKPTk2h0ExK8WBRIA_pb_x600.png
https://www.vivino.com/tilia-torrontes/w/1166219?year=2022&price_id=31323322,Torrontes,2022,Tilia,3.5,based,16.79,55.185210000000005%,,0,57.14066000000001%,"{'tree fruit': 96, 'citrus': 83, 'earthy': 39, 'oaky': 17, 'floral': 14, 'tropical': 11, 'spices': 10, 'red fruit': 10, 'yeasty': 9, 'vegetal': 8, 'black fruit': 8, 'dried fruit': 3, 'ageing': 1}","['vegetarian', 'spicy food', 'aperitif']",['100%Torrontés'],"['Argentina', 'Salta', 'Calchaqui Valley', 'Cafayate Valley']",Argentinian Torrontés,,https://images.vivino.com/thumbs/Kedv2z4ZTGG4kj02_1izIQ_pb_x600.png
https://www.vivino.com/tilia-torrontes/w/1166219?year=2023&price_id=35324380,Torrontes,2023,Tilia,3.5,based,20,55.185210000000005%,,0,57.14066000000001%,"{'tree fruit': 96, 'citrus': 83, 'earthy': 39, 'oaky': 17, 'floral': 14, 'tropical': 11, 'spices': 10, 'red fruit': 10, 'yeasty': 9, 'vegetal': 8, 'black fruit': 8, 'dried fruit': 3, 'ageing': 1}","['vegetarian', 'spicy food', 'aperitif']",['100%Torrontés'],"['Argentina', 'Salta', 'Calchaqui Valley', 'Cafayate Valley']",Argentinian Torrontés,,https://images.vivino.com/thumbs/Kedv2z4ZTGG4kj02_1izIQ_pb_x600.png
https://www.vivino.com/tilia-merlot/w/1153082?year=2021&price_id=33242597,Merlot,2021,Tilia,3.5,based,16.79,66.181425%,23.1433925%,14.514337499999996%,16.377177500000002%,"{'black fruit': 28, 'red fruit': 17, 'earthy': 16, 'oaky': 14, 'spices': 7, 'yeasty': 4, 'floral': 3, 'ageing': 1, 'dried fruit': 1}","['beef', 'lamb', 'veal']",['Merlot'],"['Argentina', 'Mendoza']",Argentinian Merlot,,https://images.vivino.com/thumbs/kr_XN7UKTuaQIXyGjHl2Ow_pb_x600.png
https://www.vivino.com/passionate-via-revolucionaria-bonarda-pura/w/2460684?year=2022&price_id=35814402,Via Revolucionaria Bonarda Pura,2022,Passionate,3.5,based,20.40,40.410560000000004%,21.899834999999996%,16.3208225%,71.468675%,"{'red fruit': 59, 'earthy': 47, 'black fruit': 43, 'spices': 13, 'oaky': 8, 'floral': 5, 'tree fruit': 5, 'yeasty': 4, 'dried fruit': 4, 'citrus': 3, 'vegetal': 2, 'ageing': 1}","['veal', 'pork', 'poultry', 'game (deer, venison)']",['Bonarda'],"['Argentina', 'Mendoza']",Argentinian Bonarda,,https://images.vivino.com/thumbs/G4ApXMrNRCKuerqouTifbA_pb_x600.png
https://www.vivino.com/san-polo-mendoza-auka-malbec/w/1138235?year=2021&price_id=33896169,Auka Malbec,2021,San Polo,3.5,based,17.84,58.372240000000005%,29.257582499999998%,24.112742500000003%,35.719315%,"{'black fruit': 30, 'earthy': 18, 'oaky': 13, 'red fruit': 7, 'spices': 4, 'floral': 2, 'vegetal': 1, 'dried fruit': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'La Consulta']",Argentinian Uco Valley Malbec Red,,https://images.vivino.com/thumbs/ibzCLQjxT5mVOuZDC_YWZg_150x200.jpg
https://www.vivino.com/maipe-cabernet-sauvignon-reserve/w/1144638?year=2020&price_id=28818740,Cabernet Sauvignon Reserve,2020,Maipe,3.5,based,15.74,67.377835%,57.0271175%,4.811385000000003%,45.69429%,"{'oaky': 46, 'black fruit': 36, 'red fruit': 26, 'earthy': 15, 'spices': 9, 'yeasty': 4, 'ageing': 3, 'citrus': 2, 'dried fruit': 1}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,,https://images.vivino.com/thumbs/rGW04rOlTOaXbsYZklLbVw_pb_x600.png
https://www.vivino.com/nieto-senetiner-cabernet-sauvignon/w/82429?year=2017&price_id=35935140,Cabernet Sauvignon,2017,Nieto Senetiner,3.5,830,10.99,62.36885000000001%,54.9964125%,17.24655%,44.549107500000005%,"{'oaky': 45, 'black fruit': 22, 'red fruit': 20, 'spices': 14, 'earthy': 13, 'yeasty': 4, 'dried fruit': 3, 'ageing': 2, 'vegetal': 2, 'citrus': 1, 'floral': 1}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,13.7%,https://images.vivino.com/thumbs/VuK2H2_ATdyRZ-D8EuCx0Q_pb_x600.png
https://www.vivino.com/chakana-torrontes/w/1528061?year=2021&price_id=33911301,Torrontés,2021,Chakana,3.5,based,27.29,55.7578075%,,13.489397500000003%,56.33872%,"{'tree fruit': 37, 'tropical': 24, 'citrus': 20, 'floral': 9, 'earthy': 5, 'spices': 4, 'yeasty': 4, 'oaky': 2, 'dried fruit': 1, 'black fruit': 1, 'vegetal': 1}","['vegetarian', 'spicy food', 'aperitif']",['Torrontés'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Torrontés,,https://images.vivino.com/thumbs/Y700_TrmT0aFHxIe4_b5cg_pb_x600.png
https://www.vivino.com/santa-julia-brut-rose/w/1150898?price_id=26598164,Brut Rosé,N.V.,Santa Julia,3.5,755,12.59, 16.5643%,,, 81.1696%,"{'red fruit': 43, 'citrus': 18, 'yeasty': 13, 'tree fruit': 8, 'earthy': 4, 'ageing': 3, 'oaky': 2, 'dried fruit': 2, 'vegetal': 2, 'tropical': 1, 'floral': 1}","['shellfish', 'any junk food will do', 'appetizers and snacks', 'lean fish', 'aperitif']",['100%Pinot Noir'],"['Argentina', 'Mendoza']",Argentinian Mendoza Sparkling,12.5%,https://images.vivino.com/thumbs/3ff64G0ITDGSbJa_x8kOCg_pb_x600.png
https://www.vivino.com/santa-julia-reserva-mountain-blend/w/2893882?year=2023&price_id=38496527,Reserva Mountain Blend,2023,Santa Julia,3.5,based,19.13,85%,57.32164999999999%,3.610592499999999%,67.04049499999999%,"{'black fruit': 39, 'oaky': 22, 'red fruit': 11, 'earthy': 10, 'spices': 7, 'dried fruit': 2, 'yeasty': 1, 'floral': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Cabernet Franc', 'Malbec']","['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Bordeaux Blend,,https://images.vivino.com/thumbs/DENFNH-FQxibjLwi7XnuOA_pb_x600.png
https://www.vivino.com/santa-julia-reserva-mountain-blend/w/2893882?year=2022&price_id=37941909,Reserva Mountain Blend,2022,Santa Julia,3.5,based,20,85%,57.32164999999999%,3.610592499999999%,67.04049499999999%,"{'black fruit': 39, 'oaky': 22, 'red fruit': 11, 'earthy': 10, 'spices': 7, 'dried fruit': 2, 'yeasty': 1, 'floral': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Cabernet Franc', 'Malbec']","['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Bordeaux Blend,,https://images.vivino.com/thumbs/DENFNH-FQxibjLwi7XnuOA_pb_x600.png
https://www.vivino.com/santa-julia-reserva-mountain-blend/w/2893882?year=2020&price_id=26652848,Reserva Mountain Blend,2020,Santa Julia,3.5,based,12.59,85%,57.32164999999999%,3.610592499999999%,67.04049499999999%,"{'black fruit': 39, 'oaky': 22, 'red fruit': 11, 'earthy': 10, 'spices': 7, 'dried fruit': 2, 'yeasty': 1, 'floral': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Cabernet Franc', 'Malbec']","['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Bordeaux Blend,14%,https://images.vivino.com/thumbs/DENFNH-FQxibjLwi7XnuOA_pb_x600.png
https://www.vivino.com/humberto-canale-estate-sauvignon-blanc/w/2069013?year=2023&price_id=35214694,Estate Sauvignon Blanc,2023,Humberto Canale,3.5,based,18.97,38.060145%,,3.7601449999999996%,57.720290000000006%,"{'tropical': 18, 'tree fruit': 9, 'citrus': 4, 'yeasty': 3, 'spices': 2, 'oaky': 2, 'earthy': 1}","['shellfish', 'vegetarian', ""goat's milk cheese""]",['Sauvignon Blanc'],"['Argentina', 'Patagonia', 'Rio Negro']",Argentinian Sauvignon Blanc,,https://images.vivino.com/thumbs/8K0ng-I5RReX4wY4D7o8Gw_pb_x600.png
https://www.vivino.com/ocaso-cabernet-sauvignon/w/1240992?year=2019&price_id=27448376,Cabernet Sauvignon,2019,Ocaso,3.5,based,15.39,63.7866425%,53.109907500000006%,6.796334999999999%,46.89763%,"{'oaky': 7, 'black fruit': 7, 'red fruit': 5, 'earthy': 4, 'vegetal': 2, 'floral': 1}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,13.5%,https://images.vivino.com/thumbs/z7g3xt40RQCBSd5gN5VNyw_pb_x600.png
https://www.vivino.com/altos-del-plata-chardonnay/w/1264703?year=2017&price_id=16664277,Chardonnay,2017,Altos del Plata,3.5,609,9.98,53.1727125%,,13.47888%,45.086977499999996%,"{'oaky': 132, 'tree fruit': 116, 'citrus': 65, 'earthy': 42, 'tropical': 31, 'yeasty': 27, 'vegetal': 15, 'ageing': 11, 'floral': 8, 'spices': 5, 'black fruit': 2}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['100%Chardonnay'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Chardonnay,14%,https://images.vivino.com/thumbs/-YXrL8L9Rlq8lku8pYwOVQ_pb_x600.png
https://www.vivino.com/maipe-bonarda-reserve/w/1481052?year=2015&price_id=26595897,Bonarda Reserve,2015,Maipe,3.5,based,15.74,48.703950000000006%,22.375549999999997%,14.98246%,76.644735%,"{'black fruit': 26, 'oaky': 20, 'earthy': 15, 'red fruit': 7, 'spices': 5, 'vegetal': 2, 'yeasty': 2, 'floral': 1, 'dried fruit': 1}","['veal', 'pork', 'poultry', 'game (deer, venison)']",['100%Bonarda'],"['Argentina', 'Mendoza']",Argentinian Bonarda,,https://images.vivino.com/thumbs/DOqjlRRrTmyZKSImXP4Jsw_pb_x600.png
https://www.vivino.com/uko-estate-malbec/w/6725682?year=2023&price_id=38044302,Estate Malbec,2023,UKO,3.5,based,12.99,52.19621000000001%,39.249475%,15.412972500000002%,42.4615%,"{'oaky': 17, 'spices': 9, 'black fruit': 6, 'red fruit': 5, 'earthy': 4, 'dried fruit': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/CsrQZ5pUTiyNWdeYSTfqyg_pb_x600.png
https://www.vivino.com/petite-roubie-malbec/w/1135792?year=2022&price_id=36546143,Malbec,2022,ÖKO,3.5,based,20.99,62.489217499999995%,20.702415000000002%,8.674495%,38.433372500000004%,"{'earthy': 23, 'black fruit': 22, 'oaky': 16, 'red fruit': 8, 'spices': 3, 'ageing': 2, 'yeasty': 2, 'tree fruit': 2, 'tropical': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/MVtJwdniSeCoK0y3wGz3pg_pb_x600.png
https://www.vivino.com/aranwa-malbec/w/2304055?year=2020&price_id=27815229,Malbec,2020,Aranwa,3.5,based,13.64,64.41323750000001%,25.536942500000002%,12.6615125%,30.969070000000002%,"{'earthy': 10, 'oaky': 10, 'red fruit': 3, 'vegetal': 2, 'yeasty': 1, 'black fruit': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/7d_1s84MSryYoneldBNauQ_pb_x600.png
https://www.vivino.com/familia-mayol-bonarda/w/17375?year=2022&price_id=34343372,Bonarda,2022,Familia Mayol,3.5,based,14.69,49.42587999999999%,27.025442500000004%,15.705750000000002%,79.6891625%,"{'black fruit': 28, 'spices': 19, 'earthy': 10, 'oaky': 4, 'red fruit': 3, 'dried fruit': 3, 'floral': 3, 'yeasty': 1}","['veal', 'pork', 'poultry', 'game (deer, venison)']",['Bonarda'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Bonarda,,https://images.vivino.com/thumbs/nfOF5hgpRQGfH7cCEO-l5w_pb_x600.png
https://www.vivino.com/viejo-isaias-malbec-clasico-roble/w/1753393?year=2022&price_id=33911305,Malbec Clásico Roble,2022,Viejo Isaías,3.5,based,14.69,50.711075%,18.556135%,13.2776925%,31.284425%,{'spices': 1},"['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/yZO089psQlGwcpRAa7xwbg_pb_x600.png
https://www.vivino.com/bressia-sylvestra-torrontes-mendoza/w/1898566?year=2022&price_id=33866078,Sylvestra Torrontés,2022,Bressia,3.5,based,22.04,45.943949999999994%,,3.9985225000000018%,55.0206525%,"{'tree fruit': 11, 'citrus': 5, 'tropical': 4, 'floral': 2, 'spices': 1, 'earthy': 1}","['vegetarian', 'spicy food', 'aperitif']",['Torrontés'],"['Argentina', 'Mendoza']",Argentinian Torrontés,,https://images.vivino.com/thumbs/tfBkFm_fRrecUo_23BUqnQ_pb_x600.png
https://www.vivino.com/vina-cobos-felino-merlot/w/44014?year=2011&price_id=36234335,Felino Merlot,2011,Viña Cobos,3.5,257,15.92,63.5295625%,27.690875%,24.391887500000003%,15.339949999999998%,"{'oaky': 19, 'black fruit': 13, 'red fruit': 12, 'spices': 9, 'earthy': 6, 'yeasty': 2, 'ageing': 1, 'dried fruit': 1, 'vegetal': 1, 'citrus': 1, 'floral': 1}","['beef', 'lamb', 'veal']",['Merlot'],"['Argentina', 'Mendoza']",Argentinian Merlot,,https://images.vivino.com/thumbs/PAOSfhU0RaGk0m_VgKxqmA_pb_x600.png
https://www.vivino.com/bodega-finca-las-moras-intis-malbec/w/1133675?year=2022&price_id=32678138,Intis Malbec,2022,Bodega Finca Las Moras,3.5,248,8.98,49.051384999999996%,30.540594999999996%,23.930882500000003%,39.75299%,"{'black fruit': 22, 'red fruit': 16, 'oaky': 7, 'earthy': 4, 'spices': 3, 'vegetal': 3, 'yeasty': 3, 'dried fruit': 3, 'ageing': 1, 'floral': 1}","['beef', 'lamb', 'poultry']",['Malbec'],"['Argentina', 'San Juan']",Argentinian Malbec,,https://images.vivino.com/thumbs/OQcrOeL5R7K1dBhb-EQDtA_pb_x600.png
https://www.vivino.com/sur-de-los-andes-gran-reserva-malbec/w/24954?year=2020&price_id=35086325,Gran Reserva Malbec,2020,Sur de Los Andes,3.5,based,22.04,68.94090750000001%,19.078785000000003%,11.112119999999997%,30.489395000000002%,"{'black fruit': 2, 'spices': 1, 'oaky': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/02oew1s7pno9n_150x200.jpg
https://www.vivino.com/santa-julia-plus-malbec/w/1439071?year=2023&price_id=37941906,[+] (Plus) Malbec,2023,Santa Julia,3.5,160,20,63.78408499999999%,21.844694999999998%,13.212694999999997%,34.457525%,"{'black fruit': 111, 'red fruit': 76, 'oaky': 58, 'spices': 20, 'earthy': 19, 'citrus': 6, 'dried fruit': 6, 'vegetal': 5, 'floral': 4, 'tree fruit': 3, 'yeasty': 2, 'ageing': 1, 'tropical': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,,https://images.vivino.com/thumbs/v7gkmNnoTCiZPPXJq8hLEA_pb_x600.png
https://www.vivino.com/bodega-finca-las-moras-intis-cabernet-sauvignon/w/1383749?year=2022&price_id=33882635,Intis Cabernet Sauvignon,2022,Bodega Finca Las Moras,3.5,128,8.98,48.4929675%,58.36217500000001%,18.3055575%,44.01161%,"{'black fruit': 6, 'red fruit': 5, 'spices': 4, 'oaky': 4, 'tropical': 1, 'earthy': 1, 'yeasty': 1}","['beef', 'lamb', 'poultry']",['Cabernet Sauvignon'],"['Argentina', 'San Juan']",Argentinian Cabernet Sauvignon,,https://images.vivino.com/thumbs/iHg5NQpHQYyhvXiSKAFCWg_pb_x600.png
