wine_link,name,year,winery,rating,rating_qty,price,body,tannins,sweetness,acidity,notes,pairings,grapes,region,style,image
https://www.vivino.com/rolland-val-de-flores-single-vineyard-malbec-valle-de-uco/w/13378?year=2013&price_id=21565659,Val de Flores Single Vineyard Malbec,2013,Rolland,4.4,1739,,70.09639%,45.69056%,23.803585%,34.70255%,"{'oaky': 452, 'black fruit': 377, 'spices': 99, 'earthy': 96, 'red fruit': 83, 'floral': 33, 'dried fruit': 26, 'yeasty': 9, 'ageing': 5, 'vegetal': 5, 'citrus': 4, 'tree fruit': 1, 'tropical': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/gKkZ198nSl-eCS0ADBXoCQ_pb_x600.png
https://www.vivino.com/cheval-des-andes-mendoza/w/1926899?year=2010&price_id=31034831,Mendoza,2010,Cheval des Andes,4.4,1611,139.98,81.98145000000001%,56.61129249999999%,11.284112499999999%,61.679935%,"{'oaky': 1192, 'black fruit': 1065, 'earthy': 553, 'spices': 298, 'red fruit': 272, 'floral': 85, 'dried fruit': 39, 'yeasty': 37, 'vegetal': 29, 'ageing': 26, 'tree fruit': 14, 'citrus': 8, 'tropical': 1}","['beef', 'lamb', 'poultry', 'pasta']","['50%Malbec', '30%Cabernet Sauvignon', '20%Petit Verdot']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/0XfpOZ8UQmC8e5vIwKaVAg_pb_x600.png
https://www.vivino.com/wagner-family-wine-voyage-10/w/10484127?price_id=36389398,Voyage 10,N.V.,Red Schooner,4.4,1581,, 67.8059%, 19.5248%, 27.6%, 32.5574%,"{'oaky': 135, 'black fruit': 125, 'red fruit': 66, 'earthy': 47, 'spices': 31, 'dried fruit': 9, 'ageing': 4, 'yeasty': 4, 'floral': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/Ks7Y6rwCQLmCtunwC3PT_Q_pb_x600.png
https://www.vivino.com/cheval-des-andes-mendoza/w/1926899?year=2015&price_id=21242892,Mendoza,2015,Cheval des Andes,4.4,1573,139.98,81.98145000000001%,56.61129249999999%,11.284112499999999%,61.679935%,"{'oaky': 1192, 'black fruit': 1065, 'earthy': 553, 'spices': 298, 'red fruit': 272, 'floral': 85, 'dried fruit': 39, 'yeasty': 37, 'vegetal': 29, 'ageing': 26, 'tree fruit': 14, 'citrus': 8, 'tropical': 1}","['beef', 'lamb', 'poultry', 'pasta']","['69%Malbec', '31%Cabernet Sauvignon']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/0XfpOZ8UQmC8e5vIwKaVAg_pb_x600.png
https://www.vivino.com/wagner-family-wine-voyage-7/w/7162551?price_id=21891574,Voyage 7,N.V.,Red Schooner,4.4,1553,, 68.6474%, 21.6668%, 22.6695%, 30.0015%,"{'black fruit': 148, 'oaky': 137, 'red fruit': 53, 'earthy': 41, 'spices': 18, 'yeasty': 8, 'floral': 5, 'dried fruit': 4, 'vegetal': 3, 'ageing': 2, 'tree fruit': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/m79WGccaS2y3x5xRZyKuhg_pb_x600.png
https://www.vivino.com/wagner-family-wine-voyage-9/w/9481660?price_id=31151211,Voyage 9,N.V.,Red Schooner,4.4,1488,, 69.4662%, 21.1519%, 24.1709%, 30.9831%,"{'oaky': 124, 'black fruit': 102, 'red fruit': 80, 'spices': 34, 'earthy': 29, 'dried fruit': 8, 'vegetal': 6, 'floral': 5, 'ageing': 4, 'tree fruit': 4, 'citrus': 2, 'yeasty': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/9CiQyIXQSxSuzJx1-zxzXQ_pb_x600.png
https://www.vivino.com/achaval-ferrer-quimera/w/79282?year=2018&price_id=28931285,Quimera,2018,Achaval-Ferrer,4.4,1451,36.50,81.289275%,56.5907%,10.932839999999999%,60.19502250000001%,"{'oaky': 876, 'black fruit': 811, 'earthy': 436, 'red fruit': 277, 'spices': 242, 'floral': 43, 'dried fruit': 28, 'yeasty': 26, 'ageing': 18, 'citrus': 18, 'vegetal': 12, 'tree fruit': 6, 'tropical': 1}","['beef', 'lamb', 'poultry', 'pasta']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/26sj5n28SWKkpfFB-73yAw_pb_x600.png
https://www.vivino.com/achaval-ferrer-finca-mirador-mendoza-red-wine-v-qzgkc/w/89025?year=2011&price_id=2131543,Finca Mirador,2011,Achaval-Ferrer,4.4,1332,150,67.34172%,35.623435%,19.9989775%,40.532375%,"{'oaky': 330, 'black fruit': 302, 'earthy': 200, 'spices': 85, 'red fruit': 77, 'floral': 17, 'dried fruit': 16, 'ageing': 14, 'yeasty': 12, 'vegetal': 7, 'tree fruit': 5, 'citrus': 4}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/w8w6CVe9QE-PztHUxH-1qQ_pb_x600.png
https://www.vivino.com/cheval-des-andes-mendoza/w/1926899?year=2018&price_id=37026483,Mendoza,2018,Cheval des Andes,4.4,1252,139.98,81.98145000000001%,56.61129249999999%,11.284112499999999%,61.679935%,"{'oaky': 1192, 'black fruit': 1065, 'earthy': 553, 'spices': 298, 'red fruit': 272, 'floral': 85, 'dried fruit': 39, 'yeasty': 37, 'vegetal': 29, 'ageing': 26, 'tree fruit': 14, 'citrus': 8, 'tropical': 1}","['beef', 'lamb', 'poultry', 'pasta']","['70%Malbec', '30%Cabernet Sauvignon']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/Hv1r9dfnTbmsDbkAAJL4aw_pb_x600.png
https://www.vivino.com/tapiz-black-tears-malbec/w/1186083?year=2015&price_id=24041745,Black Tears Malbec,2015,Tapiz,4.4,1028,89.99,69.88170499999998%,36.18438%,22.209345%,35.829620000000006%,"{'black fruit': 428, 'oaky': 397, 'spices': 125, 'earthy': 120, 'red fruit': 69, 'floral': 29, 'ageing': 22, 'dried fruit': 12, 'yeasty': 10, 'vegetal': 7, 'citrus': 7, 'tree fruit': 2}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/blwCXNKDTpKlKKK_6DPN5A_pb_x600.png
https://www.vivino.com/achaval-ferrer-finca-bella-vista-malbec/w/77558?year=2014&price_id=37306907,Finca Bella Vista Malbec,2014,Achaval-Ferrer,4.4,1016,208.33,67.4944575%,33.278150000000004%,22.233175%,38.73701500000001%,"{'black fruit': 296, 'oaky': 262, 'earthy': 172, 'red fruit': 115, 'spices': 56, 'floral': 27, 'dried fruit': 20, 'ageing': 12, 'yeasty': 5, 'citrus': 5, 'vegetal': 2, 'tree fruit': 2, 'tropical': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza', 'Perdriel']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/l_YzGgGdSoaP8rbXfZSMiQ_pb_x600.png
https://www.vivino.com/d-v-catena-nicasia-vineyard-malbec/w/1211895?year=2013&price_id=15034708,Nicasia Vineyard Malbec,2013,D.V. Catena,4.4,933,,68.467275%,39.3577675%,20.3212%,34.24041750000001%,"{'oaky': 122, 'black fruit': 99, 'earthy': 49, 'spices': 34, 'red fruit': 18, 'floral': 14, 'yeasty': 5, 'dried fruit': 5, 'vegetal': 3, 'ageing': 2, 'tropical': 1, 'citrus': 1}","['beef', 'lamb']","['90%Malbec', '6%Cabernet Sauvignon', '4%Petit Verdot']","['Argentina', 'Mendoza', 'Uco Valley', 'San Carlos']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/8X3UzXuxTv-8B6pFO4PxsQ_pb_x600.png
https://www.vivino.com/wagner-family-wine-voyage-4/w/5349671?price_id=26202974,Voyage 4,N.V.,Red Schooner,4.4,928,, 69.9626%, 19.9916%, 22.8772%, 32.2954%,"{'black fruit': 88, 'oaky': 70, 'earthy': 29, 'spices': 24, 'red fruit': 22, 'ageing': 3, 'yeasty': 2, 'dried fruit': 2, 'vegetal': 2, 'citrus': 2, 'floral': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/u5bL9n6-RiqrvGH9dCl2_g_pb_x600.png
https://www.vivino.com/vina-cobos-bramare-cabernet-sauvignon/w/43984?year=2018&price_id=32960865,Bramare Cabernet Sauvignon,2018,Viña Cobos,4.4,869,44.95,68.243475%,54.021237500000005%,15.621032499999998%,41.9973125%,"{'oaky': 411, 'black fruit': 347, 'earthy': 175, 'spices': 105, 'red fruit': 81, 'floral': 21, 'dried fruit': 18, 'vegetal': 17, 'yeasty': 16, 'ageing': 10, 'citrus': 4, 'tree fruit': 2, 'tropical': 2}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/leVKjhJSRjS58OylexFDHQ_pb_x600.png
https://www.vivino.com/catena-zapata-nicasia-vineyard-altamira-malbec/w/68744?year=2019&price_id=33850099,Nicasia Vineyard Altamira Malbec,2019,Catena Zapata,4.4,859,99,67.59591499999999%,29.926800000000007%,21.9947375%,34.0994475%,"{'oaky': 314, 'black fruit': 297, 'earthy': 126, 'red fruit': 77, 'spices': 46, 'floral': 44, 'yeasty': 14, 'dried fruit': 14, 'ageing': 8, 'vegetal': 3, 'citrus': 3}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Paraje Altamira']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/P9umSXr8QFGJdj-Fw5t9Nw_pb_x600.png
https://www.vivino.com/piattelli-arlene-serie-blend/w/4355259?year=2019&price_id=34288438,Arlene Serie Blend,2019,Piattelli,4.4,805,46.34,72.292375%,54.2321075%,20.913062499999995%,47.414925000000004%,"{'oaky': 110, 'black fruit': 79, 'earthy': 44, 'spices': 15, 'red fruit': 14, 'floral': 6, 'yeasty': 5, 'vegetal': 3, 'ageing': 1, 'dried fruit': 1, 'citrus': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Malbec', 'Cabernet Sauvignon', 'Cabernet Franc']","['Argentina', 'Salta', 'Calchaqui Valley', 'Cafayate Valley']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/wDXBlhFzTqqDJfnfEPpJ2g_pb_x600.png
https://www.vivino.com/bodegas-bianchi-enzo-bianchi-gran-corte-mendoza/w/8010383?year=2019&price_id=37334252,Enzo Bianchi Gran Corte,2019,Bodegas Bianchi,4.4,698,70,81.130125%,57.8288%,15.3392625%,58.507425%,"{'oaky': 79, 'black fruit': 57, 'earthy': 28, 'red fruit': 15, 'spices': 6, 'floral': 6, 'dried fruit': 4, 'ageing': 2, 'yeasty': 2, 'citrus': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/8g4RYRzWS3m9rUWCo8zz6g_pb_x600.png
https://www.vivino.com/d-v-catena-nicasia-vineyard-malbec/w/1211895?year=2014&price_id=38299750,Nicasia Vineyard Malbec,2014,D.V. Catena,4.4,675,,68.467275%,39.3577675%,20.3212%,34.24041750000001%,"{'oaky': 122, 'black fruit': 99, 'earthy': 49, 'spices': 34, 'red fruit': 18, 'floral': 14, 'yeasty': 5, 'dried fruit': 5, 'vegetal': 3, 'ageing': 2, 'tropical': 1, 'citrus': 1}","['beef', 'lamb']","['90%Malbec', '6%Cabernet Sauvignon', '4%Petit Verdot']","['Argentina', 'Mendoza', 'Uco Valley', 'San Carlos']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/8X3UzXuxTv-8B6pFO4PxsQ_pb_x600.png
https://www.vivino.com/tapiz-las-notas-de-jean-claude-mendoza-red-wine-v/w/4518569?year=2017&price_id=35025152,Las Notas de Jean Claude,2017,Tapiz,4.4,661,,70.44369999999999%,50.303767500000006%,17.697155000000006%,50.871097500000005%,"{'oaky': 95, 'black fruit': 71, 'earthy': 47, 'red fruit': 35, 'spices': 22, 'ageing': 5, 'floral': 4, 'dried fruit': 3, 'yeasty': 2, 'vegetal': 2}","['beef', 'lamb', 'poultry', 'pasta']","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/xRK-tG99TRqr3AIXvwg-Dg_pb_x600.png
https://www.vivino.com/catena-zapata-nicasia-vineyard-altamira-malbec/w/68744?year=2018&price_id=35362346,Nicasia Vineyard Altamira Malbec,2018,Catena Zapata,4.4,653,99,67.59591499999999%,29.926800000000007%,21.9947375%,34.0994475%,"{'oaky': 314, 'black fruit': 297, 'earthy': 126, 'red fruit': 77, 'spices': 46, 'floral': 44, 'yeasty': 14, 'dried fruit': 14, 'ageing': 8, 'vegetal': 3, 'citrus': 3}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Paraje Altamira']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/P9umSXr8QFGJdj-Fw5t9Nw_pb_x600.png
https://www.vivino.com/achaval-ferrer-finca-bella-vista-malbec/w/77558?year=2010&price_id=1119811,Finca Bella Vista Malbec,2010,Achaval-Ferrer,4.4,640,208.33,67.4944575%,33.278150000000004%,22.233175%,38.73701500000001%,"{'black fruit': 296, 'oaky': 262, 'earthy': 172, 'red fruit': 115, 'spices': 56, 'floral': 27, 'dried fruit': 20, 'ageing': 12, 'yeasty': 5, 'citrus': 5, 'vegetal': 2, 'tree fruit': 2, 'tropical': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza', 'Perdriel']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/yVwf7mPvTfOk9gcKzV2YoQ_pb_x600.png
https://www.vivino.com/zuccardi-finca-piedra-infinita-malbec/w/4314633?year=2015&price_id=23320284,Finca Piedra Infinita Malbec,2015,Zuccardi,4.4,628,178.49,65.89438750000001%,43.3240175%,20.397017499999997%,46.79042%,"{'black fruit': 188, 'earthy': 122, 'oaky': 121, 'red fruit': 86, 'spices': 32, 'floral': 22, 'yeasty': 8, 'citrus': 7, 'vegetal': 2, 'ageing': 1, 'dried fruit': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Paraje Altamira']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/WuH10JZKRHeUpyHZ2xzBcQ_pb_x600.png
https://www.vivino.com/falasco-wines-hermandad-single-vineyard-winemakers-series-petit-verdot/w/9300801?year=2019&price_id=36787204,Hermandad Single Vineyard Winemakers Series Petit Verdot,2019,Falasco Wines,4.4,560,,83.002375%,70.67653499999999%,11.7245275%,72.3921825%,"{'oaky': 19, 'black fruit': 9, 'spices': 5, 'earthy': 4, 'red fruit': 3, 'floral': 3}","['beef', 'lamb', 'game (deer, venison)', 'mature and hard cheese']",['Petit Verdot'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Petit Verdot Red,https://images.vivino.com/thumbs/JMwWjdrcR5ShdM0rczCFjg_150x200.jpg
https://www.vivino.com/perse-ar-volare-del-camino-gualtallary/w/4657145?year=2020&price_id=35989341,Volare del Camino Gualtallary,2020,PerSe,4.4,based,,62.59986000000001%,36.9990925%,17.507550000000002%,44.756769999999996%,"{'black fruit': 23, 'oaky': 17, 'earthy': 9, 'spices': 8, 'red fruit': 2, 'floral': 2, 'dried fruit': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Malbec Red,https://images.vivino.com/thumbs/oI_ZWvnyTO-ImInILSr3cg_pb_x600.png
https://www.vivino.com/vina-cobos-bramare-los-arbolitos-vineyard-chardonnay/w/4682277?year=2017&price_id=37501404,Bramare Los Arbolitos Vineyard Chardonnay,2017,Viña Cobos,4.4,533,54.99,57.4905%,,16.30815%,45.367382500000005%,"{'oaky': 155, 'tree fruit': 84, 'earthy': 47, 'citrus': 40, 'yeasty': 28, 'tropical': 20, 'vegetal': 12, 'floral': 6, 'ageing': 5, 'dried fruit': 1, 'black fruit': 1}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['100%Chardonnay'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tunuyán']",Argentinian Chardonnay,https://images.vivino.com/thumbs/NtZLL0izQ7i1IgZ9CDI0Qw_pb_x600.png
https://www.vivino.com/vina-cobos-zingaretti-estate-villa-bastias-chardonnay/w/11147076?year=2022&price_id=38189499,Zingaretti Estate Villa Bastias Chardonnay,2022,Viña Cobos,4.4,based,81.89,59.4525625%,,23.817835000000006%,42.9563625%,{},"['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['Chardonnay'],"['Argentina', 'Mendoza']",Argentinian Chardonnay,https://images.vivino.com/thumbs/sn4BOZLNRpi31lX0JXerTA_pb_x600.png
https://www.vivino.com/zuccardi-aluvional-la-consulta/w/1658775?year=2011&price_id=27820946,Aluvional La Consulta,2011,Zuccardi,4.4,452,99.98,71.032525%,31.504000000000005%,20.376330000000003%,34.578215%,"{'black fruit': 75, 'oaky': 59, 'earthy': 33, 'red fruit': 24, 'spices': 17, 'floral': 10, 'ageing': 5, 'dried fruit': 3, 'citrus': 3, 'tree fruit': 2}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'La Consulta']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/ivaEloxWR6eFaY7ouXP2BQ_pb_x600.png
https://www.vivino.com/vina-cobos-bramare-touza-vineyard-malbec/w/2887030?year=2014&price_id=16754086,Bramare Touza Vineyard Malbec,2014,Viña Cobos,4.4,405,,70.22739%,39.757275%,15.937302500000001%,34.472905000000004%,"{'oaky': 31, 'black fruit': 22, 'spices': 10, 'earthy': 8, 'red fruit': 4, 'ageing': 3, 'yeasty': 1, 'floral': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Lujan de Cuyo Malbec Red,https://images.vivino.com/thumbs/t9aR39t7TZm0GyXutLy2Pg_pb_x600.png
https://www.vivino.com/zuccardi-aluvional-gualtallary-gualtallary/w/5055077?year=2013&price_id=34004129,Aluvional Gualtallary,2013,Zuccardi,4.4,380,93.94,63.67771499999999%,36.5671%,21.025250000000003%,36.878094999999995%,"{'black fruit': 52, 'oaky': 34, 'earthy': 23, 'spices': 22, 'red fruit': 18, 'floral': 9, 'vegetal': 2, 'dried fruit': 2, 'yeasty': 2, 'ageing': 1, 'citrus': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Malbec Red,https://images.vivino.com/thumbs/wdBS8mZkTd2diq2CaidFhg_pb_x600.png
https://www.vivino.com/vina-cobos-bramare-chanares-estates-cabernet-franc/w/5992677?year=2015&price_id=37500835,Bramare Chañares Estates Cabernet Franc,2015,Viña Cobos,4.4,369,99.99,54.938542500000004%,57.920042499999994%,12.821594999999999%,52.62113%,"{'oaky': 39, 'black fruit': 26, 'spices': 15, 'earthy': 11, 'red fruit': 5, 'floral': 4, 'vegetal': 3, 'ageing': 2, 'dried fruit': 1}","['beef', 'lamb', 'pork', 'vegetarian', ""goat's milk cheese"", 'cured meat']",['100%Cabernet Franc'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Cabernet Franc Red,https://images.vivino.com/thumbs/f82x6OBxQnOydMTy-ru-DA_pb_x600.png
https://www.vivino.com/terrazas-de-los-andes-parcel-no10w-los-cerezos/w/4919229?year=2012&price_id=36624912,Parcel Nº10W Los Cerezos,2012,Terrazas de los Andes,4.4,based,,68.6869%,36.505942499999996%,18.849294999999994%,33.1820725%,"{'black fruit': 14, 'earthy': 8, 'oaky': 6, 'spices': 3, 'red fruit': 2, 'vegetal': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza', 'Las Compuertas']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/fIsOYrsSSNi6Uh02EPUeWg_pb_x600.png
https://www.vivino.com/ar-pascual-toso-magdalena-toso/w/1176350?year=2017&price_id=27652865,Magdalena Toso,2017,Pascual Toso,4.4,338,149.99,73.41637%,51.92722499999999%,13.159100000000002%,44.59899%,"{'oaky': 51, 'black fruit': 38, 'red fruit': 9, 'earthy': 8, 'spices': 8, 'yeasty': 7, 'citrus': 4, 'floral': 4, 'dried fruit': 2, 'ageing': 1}","['beef', 'lamb', 'poultry', 'game (deer, venison)']","['Cabernet Sauvignon', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon - Malbec,https://images.vivino.com/thumbs/xDV-BtqAS9uI1L8El7m4iw_pb_x600.png
https://www.vivino.com/vina-cobos-bramare-marchiori-vineyard-chardonnay/w/43964?year=2017&price_id=21244811,Bramare Marchiori Vineyard Chardonnay,2017,Viña Cobos,4.4,332,,57.718885%,,26.87274%,36.8263125%,"{'oaky': 144, 'tree fruit': 77, 'earthy': 36, 'ageing': 35, 'yeasty': 25, 'tropical': 25, 'citrus': 17, 'vegetal': 9, 'black fruit': 9, 'dried fruit': 4, 'spices': 3, 'floral': 2}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['100%Chardonnay'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Chardonnay,https://images.vivino.com/thumbs/vqu39FnKROSt9y-SvdK-Ow_pb_x600.png
https://www.vivino.com/vina-cobos-bramare-zingaretti-vineyard-malbec/w/2887036?year=2015&price_id=37498583,Bramare Zingaretti Vineyard Malbec,2015,Viña Cobos,4.4,301,99.99,68.3311875%,35.4096825%,18.430175%,34.72154999999999%,"{'oaky': 46, 'black fruit': 41, 'red fruit': 18, 'earthy': 14, 'spices': 11, 'floral': 4, 'dried fruit': 2, 'ageing': 1, 'citrus': 1, 'vegetal': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/HFL4uLMcS6u7UnDnEmSlBw_pb_x600.png
https://www.vivino.com/altocedro-gran-reserve-malbec/w/1238478?year=2017&price_id=23604167,Gran Reserve Malbec,2017,Altocedro,4.4,290,,67.61398750000001%,33.64601%,24.621337500000003%,35.977129999999995%,"{'oaky': 73, 'black fruit': 44, 'red fruit': 27, 'spices': 24, 'earthy': 17, 'yeasty': 7, 'dried fruit': 5, 'floral': 3, 'ageing': 2, 'tree fruit': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'La Consulta']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/pMcBMNy-RK-gjvlb3ynOWg_pb_x600.png
