wine_link,name,year,winery,rating,rating_qty,price,body,tannins,sweetness,acidity,notes,pairings,grapes,region,style,image
https://www.vivino.com/US/en/susana-balbo-nosotros-single-vineyard-nomade-agrelo/w/1724358?year=2018&price_id=27689560,Nosotros Single Vineyard Nómade,2018,Susana Balbo,4.6,609,135,70.904235%,39.956295000000004%,21.275882500000005%,33.7558925%,"{'oaky': 286, 'black fruit': 199, 'earthy': 87, 'spices': 73, 'red fruit': 54, 'floral': 27, 'ageing': 17, 'dried fruit': 14, 'yeasty': 7, 'vegetal': 3, 'citrus': 3, 'tree fruit': 2}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Agrelo']",Argentinian Agrelo Malbec Red,https://images.vivino.com/thumbs/VxGqxhU0TqWmUqByG5gZiw_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-adrianna-vineyard-mundus-bacillus-terrae-malbec-gualtallary/w/5107190?year=2013&price_id=31545335,Adrianna Vineyard Mundus Bacillus Terrae Malbec,2013,Catena Zapata,4.6,320,395,66.5210825%,36.277%,21.890234999999997%,43.548035000000006%,"{'oaky': 113, 'black fruit': 90, 'earthy': 63, 'spices': 31, 'red fruit': 21, 'floral': 20, 'yeasty': 7, 'citrus': 4, 'dried fruit': 3, 'ageing': 2, 'vegetal': 2, 'tree fruit': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Malbec Red,https://images.vivino.com/thumbs/MAJABzdkRsivuLslt7z-vQ_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-malbec-argentino/w/1869?year=2004&price_id=37984518,Malbec Argentino,2004,Catena Zapata,4.6,279,248.69,67.7044325%,33.3749575%,19.965384999999998%,34.642665%,"{'black fruit': 1537, 'oaky': 1479, 'earthy': 645, 'red fruit': 422, 'spices': 297, 'floral': 124, 'dried fruit': 57, 'yeasty': 53, 'ageing': 32, 'vegetal': 27, 'citrus': 17, 'tree fruit': 13, 'tropical': 2}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/K2Ui4ULxQd2S3jcrgwmxYQ_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-adrianna-vineyard-mundus-bacillus-terrae-malbec-gualtallary/w/5107190?year=2018&price_id=34861167,Adrianna Vineyard Mundus Bacillus Terrae Malbec,2018,Catena Zapata,4.6,157,514,66.5210825%,36.277%,21.890234999999997%,43.548035000000006%,"{'oaky': 113, 'black fruit': 90, 'earthy': 63, 'spices': 31, 'red fruit': 21, 'floral': 20, 'yeasty': 7, 'citrus': 4, 'dried fruit': 3, 'ageing': 2, 'vegetal': 2, 'tree fruit': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Malbec Red,https://images.vivino.com/thumbs/MAJABzdkRsivuLslt7z-vQ_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-adrianna-vineyard-mundus-bacillus-terrae-malbec-gualtallary/w/5107190?year=2020&price_id=37973951,Adrianna Vineyard Mundus Bacillus Terrae Malbec,2020,Catena Zapata,4.6,89,349.99,66.5210825%,36.277%,21.890234999999997%,43.548035000000006%,"{'oaky': 113, 'black fruit': 90, 'earthy': 63, 'spices': 31, 'red fruit': 21, 'floral': 20, 'yeasty': 7, 'citrus': 4, 'dried fruit': 3, 'ageing': 2, 'vegetal': 2, 'tree fruit': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Malbec Red,https://images.vivino.com/thumbs/MAJABzdkRsivuLslt7z-vQ_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-adrianna-vineyard-river-malbec/w/4835815?year=2021&price_id=38294491,Adrianna Vineyard River Malbec,2021,Catena Zapata,4.6,40,200.95,67.630915%,39.055654999999994%,22.6111%,39.355239999999995%,"{'black fruit': 208, 'oaky': 196, 'earthy': 106, 'red fruit': 52, 'spices': 35, 'floral': 20, 'dried fruit': 7, 'ageing': 4, 'citrus': 3, 'tropical': 3, 'tree fruit': 3, 'vegetal': 2, 'yeasty': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/hUCgVrssRJmuO2ev_OFIhg_pb_x600.png
https://www.vivino.com/US/en/monteviejo-la-violeta/w/1556378?year=2015&price_id=38149868,La Violeta,2015,Monteviejo,4.6,38,126.45,73.06289000000001%,40.9165975%,21.4814425%,36.61685%,"{'oaky': 51, 'black fruit': 49, 'earthy': 26, 'spices': 11, 'floral': 11, 'red fruit': 11, 'yeasty': 2, 'ageing': 1, 'dried fruit': 1, 'vegetal': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/EvB26A2ZQJCcHB3TTlznWQ_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-adrianna-vineyard-fortuna-terrae-malbec-gualtallary/w/5007190?year=2021&price_id=38399463,Adrianna Vineyard Fortuna Terrae Malbec,2021,Catena Zapata,4.6,29,134.99,62.19999999999999%,32.758265%,22.134499999999996%,39.49269%,"{'oaky': 246, 'black fruit': 236, 'earthy': 120, 'red fruit': 76, 'spices': 57, 'floral': 27, 'dried fruit': 12, 'yeasty': 5, 'citrus': 5, 'ageing': 4, 'vegetal': 3, 'tropical': 3, 'tree fruit': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Malbec Red,https://images.vivino.com/thumbs/pNiDBvTqQUqsq9-rBFzatQ_pb_x600.png
https://www.vivino.com/US/en/bodegas-bianchi-enzo-bianchi-gran-corte-mendoza/w/8010383?year=2020&price_id=37218809,Enzo Bianchi Gran Corte,2020,Bodegas Bianchi,4.5,based,70,81.130125%,57.8288%,15.3392625%,58.507425%,"{'oaky': 79, 'black fruit': 57, 'earthy': 28, 'red fruit': 15, 'spices': 6, 'floral': 6, 'dried fruit': 4, 'ageing': 2, 'yeasty': 2, 'citrus': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/8g4RYRzWS3m9rUWCo8zz6g_pb_x600.png
https://www.vivino.com/US/en/catena-zapata-nicolas-catena-zapata/w/1868?year=2019&price_id=34308979,Nicolás Catena Zapata,2019,Catena Zapata,4.5,2030,240,74.43806500000001%,48.048215%,13.31156%,44.043485%,"{'oaky': 1336, 'black fruit': 1218, 'earthy': 665, 'spices': 344, 'red fruit': 258, 'floral': 97, 'dried fruit': 59, 'vegetal': 46, 'yeasty': 43, 'ageing': 22, 'citrus': 17, 'tropical': 2, 'tree fruit': 1}","['beef', 'lamb', 'poultry', 'game (deer, venison)']","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon - Malbec,https://images.vivino.com/thumbs/cOU4NG1bS7qni9iLDXwNnQ_pb_x600.png
https://www.vivino.com/US/en/vina-cobos-vinculum-malbec/w/9885443?year=2018&price_id=34641703,Vinculum Malbec,2018,Viña Cobos,4.5,2005,87.95,65.606635%,45.002245%,22.8931175%,39.4581775%,"{'oaky': 51, 'black fruit': 35, 'red fruit': 19, 'earthy': 9, 'spices': 8, 'floral': 5}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/5nWSzVL0THGr0OVepcK6KA_pb_x600.png
https://www.vivino.com/vina-cobos-vinculum-malbec/w/9885443?year=2018&price_id=34641703,Vinculum Malbec,2018,Viña Cobos,4.5,2005,87.95,65.606635%,45.002245%,22.8931175%,39.4581775%,"{'oaky': 51, 'black fruit': 35, 'red fruit': 19, 'earthy': 9, 'spices': 8, 'floral': 5}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/5nWSzVL0THGr0OVepcK6KA_pb_x600.png
https://www.vivino.com/catena-zapata-nicolas-catena-zapata/w/1868?year=2018&price_id=34351705,Nicolás Catena Zapata,2018,Catena Zapata,4.5,1818,240,74.43806500000001%,48.048215%,13.31156%,44.043485%,"{'oaky': 1336, 'black fruit': 1218, 'earthy': 665, 'spices': 344, 'red fruit': 258, 'floral': 97, 'dried fruit': 59, 'vegetal': 46, 'yeasty': 43, 'ageing': 22, 'citrus': 17, 'tropical': 2, 'tree fruit': 1}","['beef', 'lamb', 'poultry', 'game (deer, venison)']","['65%Cabernet Sauvignon', '35%Malbec']","['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon - Malbec,https://images.vivino.com/thumbs/cOU4NG1bS7qni9iLDXwNnQ_pb_x600.png
https://www.vivino.com/el-enemigo-gran-enemigo-single-vineyard-gualtallary-cabernet-franc/w/3125433?year=2020&price_id=38591040,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc,2020,El Enemigo,4.5,1816,114.95,72.53045%,54.3016725%,18.606589999999997%,55.84896%,"{'oaky': 1083, 'black fruit': 863, 'spices': 426, 'earthy': 396, 'red fruit': 193, 'floral': 65, 'dried fruit': 34, 'vegetal': 28, 'ageing': 21, 'yeasty': 19, 'citrus': 11, 'tree fruit': 8, 'tropical': 1}","['beef', 'lamb', 'pork', 'vegetarian', 'poultry', ""goat's milk cheese""]",['Cabernet Franc'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Tupungato Cabernet Franc Red,https://images.vivino.com/thumbs/WPXpzJXHTaSqAeqLqi8CXg_pb_x600.png
https://www.vivino.com/catena-zapata-nicolas-catena-zapata/w/1868?year=2020&price_id=37451037,Nicolás Catena Zapata,2020,Catena Zapata,4.5,1752,104.99,74.43806500000001%,48.048215%,13.31156%,44.043485%,"{'oaky': 1336, 'black fruit': 1218, 'earthy': 665, 'spices': 344, 'red fruit': 258, 'floral': 97, 'dried fruit': 59, 'vegetal': 46, 'yeasty': 43, 'ageing': 22, 'citrus': 17, 'tropical': 2, 'tree fruit': 1}","['beef', 'lamb', 'poultry', 'game (deer, venison)']","['Cabernet Sauvignon', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon - Malbec,https://images.vivino.com/thumbs/cOU4NG1bS7qni9iLDXwNnQ_pb_x600.png
https://www.vivino.com/cheval-des-andes-mendoza/w/1926899?year=2017&price_id=27266875,Mendoza,2017,Cheval des Andes,4.5,1368,85,81.98115000000001%,56.610775000000004%,11.284032499999999%,61.679694999999995%,"{'oaky': 1192, 'black fruit': 1065, 'earthy': 553, 'spices': 298, 'red fruit': 272, 'floral': 85, 'dried fruit': 39, 'yeasty': 37, 'vegetal': 29, 'ageing': 26, 'tree fruit': 14, 'citrus': 8, 'tropical': 1}","['beef', 'lamb', 'poultry', 'pasta']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/Hv1r9dfnTbmsDbkAAJL4aw_pb_x600.png
https://www.vivino.com/pulenta-estate-gran-cabernet-franc-xi/w/1138006?year=2019&price_id=35634006,Gran Cabernet Franc (XI),2019,Pulenta Estate,4.5,1267,65.09,46.002232500000005%,42.97355%,23.052599999999998%,72.96828500000001%,"{'oaky': 331, 'spices': 292, 'black fruit': 267, 'earthy': 156, 'red fruit': 113, 'vegetal': 77, 'yeasty': 17, 'dried fruit': 17, 'floral': 12, 'ageing': 11, 'citrus': 4, 'tree fruit': 2, 'tropical': 1}","['beef', 'lamb', 'pork', 'vegetarian', 'poultry', ""goat's milk cheese""]",['100%Cabernet Franc'],"['Argentina', 'Mendoza', 'Agrelo']",Argentinian Mendoza Cabernet Franc Red,https://images.vivino.com/thumbs/k5BVJ1ceSkCKipQUYEQ1yQ_pb_x600.png
https://www.vivino.com/el-enemigo-gran-enemigo-single-vineyard-el-cepillo-cabernet-franc-san-carlos/w/5441683?year=2018&price_id=37593898,Gran Enemigo Single Vineyard El Cepillo Cabernet Franc,2018,El Enemigo,4.5,979,98.95,77.37353250000001%,54.652307500000006%,16.591905000000004%,60.52381749999999%,"{'oaky': 241, 'black fruit': 186, 'earthy': 86, 'spices': 67, 'red fruit': 54, 'vegetal': 9, 'floral': 9, 'ageing': 7, 'dried fruit': 7, 'yeasty': 5, 'citrus': 1}","['beef', 'lamb', 'poultry', 'pasta']",['100%Cabernet Franc'],"['Argentina', 'Mendoza', 'Uco Valley', 'San Carlos']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/K18xl8-TRYqCSMA1052OrA_pb_x600.png
https://www.vivino.com/catena-zapata-malbec-argentino/w/1869?year=2022&price_id=38629055,Malbec Argentino,2022,Catena Zapata,4.5,942,109.89,67.7044325%,33.3749575%,19.965384999999998%,34.642665%,"{'black fruit': 1537, 'oaky': 1479, 'earthy': 645, 'red fruit': 422, 'spices': 297, 'floral': 124, 'dried fruit': 57, 'yeasty': 53, 'ageing': 32, 'vegetal': 27, 'citrus': 17, 'tree fruit': 13, 'tropical': 2}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/L5BuSPpXRXW2ej3KxsgOxg_pb_x600.png
https://www.vivino.com/el-enemigo-gran-enemigo-single-vineyard-agrelo-cabernet-franc/w/2926759?year=2019&price_id=37987208,Gran Enemigo Single Vineyard Agrelo Cabernet Franc,2019,El Enemigo,4.5,797,109.94,51.626192499999995%,46.43613499999999%,20.809012499999998%,70.3915875%,"{'oaky': 266, 'black fruit': 201, 'earthy': 119, 'spices': 82, 'red fruit': 70, 'floral': 15, 'dried fruit': 9, 'vegetal': 6, 'yeasty': 4, 'citrus': 3, 'ageing': 2}","['beef', 'lamb', 'pork', 'vegetarian', 'poultry', ""goat's milk cheese""]",['Cabernet Franc'],"['Argentina', 'Mendoza', 'Agrelo']",Argentinian Mendoza Cabernet Franc Red,https://images.vivino.com/thumbs/1D5oAhcIRxGqvNxw75iVRQ_pb_x600.png
https://www.vivino.com/el-enemigo-gran-enemigo-single-vineyard-chacayes-cabernet-franc-tunuyan/w/5441681?year=2018&price_id=38308741,Gran Enemigo Single Vineyard Chacayes Cabernet Franc,2018,El Enemigo,4.5,702,114.94,81.87249249999999%,54.6438075%,13.645085000000002%,61.976079999999996%,"{'black fruit': 166, 'oaky': 155, 'earthy': 90, 'spices': 74, 'red fruit': 52, 'floral': 7, 'ageing': 5, 'vegetal': 5, 'dried fruit': 4, 'yeasty': 3, 'tree fruit': 2, 'citrus': 2, 'tropical': 1}","['beef', 'lamb', 'poultry', 'pasta']","['85%Cabernet Franc', '15%Malbec']","['Argentina', 'Mendoza', 'Uco Valley', 'Tunuyán']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/otwqMqHXS6CcyA9FaR-n7w_pb_x600.png
https://www.vivino.com/catena-zapata-nicolas-catena-zapata/w/1868?year=2004&price_id=38101757,Nicolás Catena Zapata,2004,Catena Zapata,4.5,638,222.33,74.43806500000001%,48.048215%,13.31156%,44.043485%,"{'oaky': 1336, 'black fruit': 1218, 'earthy': 665, 'spices': 344, 'red fruit': 258, 'floral': 97, 'dried fruit': 59, 'vegetal': 46, 'yeasty': 43, 'ageing': 22, 'citrus': 17, 'tropical': 2, 'tree fruit': 1}","['beef', 'lamb', 'poultry', 'game (deer, venison)']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon - Malbec,https://images.vivino.com/thumbs/cOU4NG1bS7qni9iLDXwNnQ_pb_x600.png
https://www.vivino.com/el-enemigo-gran-enemigo/w/1235058?year=2020&price_id=38055445,Gran Enemigo,2020,El Enemigo,4.5,625,109.99,78.24376%,57.170609999999996%,15.785445%,57.453607500000004%,"{'oaky': 652, 'black fruit': 488, 'earthy': 263, 'spices': 135, 'red fruit': 120, 'floral': 33, 'dried fruit': 21, 'ageing': 18, 'yeasty': 14, 'vegetal': 11, 'citrus': 4}","['beef', 'lamb', 'poultry', 'pasta']","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/KuL7GxB6TU2hb_qvozBFRA_pb_x600.png
https://www.vivino.com/zuccardi-finca-canal-uco-paraje-altamira-red-wine/w/4011850?year=2015&price_id=30097650,Finca Canal Uco,2015,Zuccardi,4.5,574,115.95,65.68887%,41.9329225%,21.367949999999997%,41.8600975%,"{'black fruit': 50, 'oaky': 28, 'red fruit': 24, 'spices': 20, 'earthy': 15, 'floral': 7, 'yeasty': 3, 'ageing': 1, 'vegetal': 1, 'citrus': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Paraje Altamira']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/ZCvsdM59QYy_YxQoM4TVcA_pb_x600.png
https://www.vivino.com/zuccardi-finca-piedra-infinita-malbec/w/4314633?year=2016&price_id=36290882,Finca Piedra Infinita Malbec,2016,Zuccardi,4.5,549,369,65.89438750000001%,43.3240175%,20.397017499999997%,46.79042%,"{'black fruit': 188, 'earthy': 122, 'oaky': 121, 'red fruit': 86, 'spices': 32, 'floral': 22, 'yeasty': 8, 'citrus': 7, 'vegetal': 2, 'ageing': 1, 'dried fruit': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Paraje Altamira']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/WuH10JZKRHeUpyHZ2xzBcQ_pb_x600.png
