wine_link,name,year,winery,rating,rating_qty,price,body,tannis,sweetness,acidity,notes,pairings,grapes,region,style,image
https://www.vivino.com/luis-segundo-correas-valle-las-acequias-malbec/w/1789364?year=2017&price_id=30437609,Valle Las Acequias Malbec,2017,Luis Segundo Correas,3.9,357,,64.49803%,23.771357499999997%,13.873334999999997%,33.780375%,"{'oaky': 186, 'black fruit': 112, 'red fruit': 66, 'earthy': 57, 'spices': 19, 'dried fruit': 19, 'floral': 13, 'citrus': 5, 'yeasty': 4, 'tree fruit': 3, 'vegetal': 3, 'ageing': 2}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/Abp9aj8AQfKtz7TZk5X4qw_pb_x600.png
https://www.vivino.com/anko-torrontes/w/2373406?year=2018&price_id=36568973,Torrontés,2018,Anko,3.9,356,,52.282250000000005%,,11.875442500000002%,54.79575750000001%,"{'citrus': 127, 'tree fruit': 90, 'earthy': 63, 'tropical': 46, 'floral': 39, 'vegetal': 13, 'oaky': 11, 'yeasty': 8, 'spices': 7, 'ageing': 3, 'dried fruit': 3, 'black fruit': 1, 'red fruit': 1}","['vegetarian', 'spicy food', 'aperitif']",['100%Torrontés'],"['Argentina', 'Salta']",Argentinian Torrontés,https://images.vivino.com/thumbs/5KzLVBjgTDqmAIVazrWVHg_pb_x600.png
https://www.vivino.com/terrazas-de-los-andes-high-altitude-vineyards-grand-cabernet-sauvignon/w/9457382?year=2019&price_id=37899059,High Altitude Vineyards Grand Cabernet Sauvignon,2019,Terrazas de los Andes,3.9,349,,65.359795%,54.320632499999995%,10.760132499999997%,43.7009925%,"{'black fruit': 65, 'oaky': 36, 'spices': 18, 'earthy': 15, 'red fruit': 8, 'vegetal': 3, 'dried fruit': 2, 'tree fruit': 2, 'floral': 1, 'yeasty': 1}","['beef', 'lamb', 'poultry']",['Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/hr3qor3ES8G9sVSJPx-IGw_pb_x600.png
https://www.vivino.com/mascota-vineyards-eccentric-cabernet-sauvignon/w/7689658?year=2023&price_id=36738156,Eccentric Cabernet Sauvignon,2023,Mascota Vineyards,3.9,356,,66.24587%,48.91450999999999%,14.6502075%,42.333125%,"{'black fruit': 357, 'red fruit': 240, 'oaky': 228, 'earthy': 94, 'spices': 38, 'yeasty': 9, 'dried fruit': 7, 'vegetal': 7, 'tree fruit': 5, 'citrus': 4, 'ageing': 2, 'floral': 2, 'tropical': 1}","['beef', 'lamb', 'poultry']",['Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/LmIIw9czSbuaxa_T0Y2waw_pb_x600.png
https://www.vivino.com/rutini-trumpeter-chardonnay/w/16514?year=2022&price_id=35955515,Trumpeter Chardonnay,2022,Rutini,3.9,344,,46.799635%,,20.3050425%,45.295105%,"{'oaky': 67, 'tropical': 33, 'tree fruit': 33, 'earthy': 26, 'citrus': 19, 'yeasty': 13, 'vegetal': 9, 'spices': 5, 'floral': 4, 'red fruit': 3, 'black fruit': 2, 'ageing': 1, 'dried fruit': 1}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['Chardonnay'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato']",Argentinian Chardonnay,https://images.vivino.com/thumbs/_5ZohNWbTHC5Mo0SvRs3cg_pb_x600.png
https://www.vivino.com/los-haroldos-reserva-malbec/w/7349412?year=2020&price_id=31934565,Reserva Malbec,2020,Los Haroldos,3.9,322,,57.41294499999999%,34.804075%,25.0718575%,36.782849999999996%,"{'black fruit': 33, 'oaky': 24, 'red fruit': 4, 'spices': 3, 'earthy': 3, 'floral': 3, 'dried fruit': 1, 'yeasty': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/-_3w_emLTTCs0h7UQ6R6sg_150x200.jpg
https://www.vivino.com/krontiras-malbec-natural/w/6349146?year=2021&price_id=26277663,Malbec Natural,2021,Krontiras,3.9,318,,49.0669%,30.72289%,22.113184999999998%,36.965149999999994%,"{'black fruit': 71, 'oaky': 55, 'spices': 26, 'red fruit': 23, 'earthy': 12, 'floral': 5, 'dried fruit': 3, 'yeasty': 1, 'vegetal': 1, 'tree fruit': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Lujan de Cuyo Malbec Red,https://images.vivino.com/thumbs/MjojMuCuSWCG_40ZPChrTQ_pb_x600.png
https://www.vivino.com/bodega-vistalba-tomero-cabernet-franc-mendoza/w/6357750?year=2022&price_id=38362785,Tomero Cabernet Franc,2022,Bodega Vistalba,3.9,293,,46.3318875%,47.08839%,31.404870000000003%,60.303709999999995%,"{'black fruit': 31, 'oaky': 22, 'red fruit': 15, 'spices': 7, 'earthy': 5, 'vegetal': 4, 'floral': 3, 'yeasty': 2, 'dried fruit': 1, 'tree fruit': 1}","['beef', 'lamb', 'pork', 'vegetarian', 'poultry', ""goat's milk cheese""]",['Cabernet Franc'],"['Argentina', 'Mendoza']",Argentinian Mendoza Cabernet Franc Red,https://images.vivino.com/thumbs/HdWjCsYwR1O1VCRzb1STuQ_pb_x600.png
https://www.vivino.com/benmarco-cabernet-sauvignon/w/86727?year=2015&price_id=23378319,Cabernet Sauvignon,2015,BenMarco,3.9,285,,64.3966075%,53.99355%,13.1493325%,43.9034875%,"{'black fruit': 119, 'oaky': 88, 'earthy': 40, 'red fruit': 37, 'spices': 37, 'vegetal': 11, 'dried fruit': 6, 'ageing': 5, 'tree fruit': 3, 'yeasty': 2, 'floral': 1}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/PWetBUROSriDadP0JwTEmw_pb_x600.png
https://www.vivino.com/animal-natural-vineyards-cabernet-sauvignon/w/1237464?year=2020&price_id=38398552,Cabernet Sauvignon,2020,Animal,3.9,277,,57.0469775%,51.492259999999995%,18.5995%,40.228550000000006%,"{'oaky': 33, 'black fruit': 29, 'earthy': 24, 'spices': 17, 'red fruit': 8, 'vegetal': 3, 'ageing': 2, 'floral': 2, 'yeasty': 2, 'dried fruit': 1, 'citrus': 1}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/8Qm2VSvyQYqMnQoGRrhl3g_pb_x600.png
