wine_link,name,year,winery,rating,rating_qty,price,body,tannis,sweetness,acidity,notes,pairings,grapes,region,style,image
https://www.vivino.com/salentein-portillo-malbec/w/1147628?year=2024&price_id=38495087,Portillo Malbec,2024,Salentein,3.7,224,13.64,55.200945%,28.89394%,22.263585000000003%,37.661134999999994%,"{'black fruit': 814, 'oaky': 487, 'red fruit': 330, 'earthy': 210, 'spices': 156, 'yeasty': 47, 'dried fruit': 31, 'floral': 25, 'tree fruit': 24, 'citrus': 23, 'ageing': 11, 'vegetal': 10, 'tropical': 6}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tunuyán']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/X66awx-nQnGmwErUGXWJ-w_pb_x600.png
https://www.vivino.com/ar-flechas-de-los-andes-punta-de-flechas-malbec/w/1171982?year=2021&price_id=37673649,Punta de Flechas Malbec,2021,Flechas de los Andes,3.7,215,19.59,60.009795%,30.502382499999996%,23.078324999999996%,34.5179375%,"{'black fruit': 77, 'oaky': 58, 'earthy': 49, 'red fruit': 25, 'spices': 15, 'yeasty': 5, 'tree fruit': 3, 'vegetal': 2, 'citrus': 2, 'dried fruit': 1, 'floral': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Vista Flores']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/mmR-B7BLQ9i17VVb0nUc5w_pb_x600.png
https://www.vivino.com/escarcha-encubierto-blend-de-blancas/w/6107720?year=2018&price_id=33296899,Encubierto Blend de Blancas,2018,Escarcha,3.7,based,14.65,39.3944075%,,2.293477499999998%,49.1987575%,"{'tree fruit': 7, 'citrus': 4, 'spices': 2, 'yeasty': 2, 'floral': 1, 'vegetal': 1}","['pork', 'shellfish', 'vegetarian', 'mature and hard cheese', 'lean fish', 'mild and soft cheese']","['Viognier', 'Roussanne', 'Marsanne']","['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato']",Argentinian White,https://images.vivino.com/thumbs/DR6Q-QfYSrWLDL0dFBfbFQ_150x200.jpg
https://www.vivino.com/escarcha-encubierto-blend-de-blancas/w/6107720?year=2019&price_id=38068488,Encubierto Blend de Blancas,2019,Escarcha,3.7,based,17.80,39.3944075%,,2.293477499999998%,49.1987575%,"{'tree fruit': 7, 'citrus': 4, 'spices': 2, 'yeasty': 2, 'floral': 1, 'vegetal': 1}","['pork', 'shellfish', 'vegetarian', 'mature and hard cheese', 'lean fish', 'mild and soft cheese']","['Viognier', 'Roussanne', 'Marsanne']","['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato']",Argentinian White,https://images.vivino.com/thumbs/Ab96SIPiSkaN3yL2MHtIDg_150x200.jpg
https://www.vivino.com/nomade-pinot-noir/w/3622676?year=2021&price_id=34442249,Pinot Noir,2021,Nōmade,3.7,based,20.99,48.425575%,23.740694999999995%,9.091862499999998%,50.158135%,"{'oaky': 6, 'red fruit': 3, 'earthy': 2}","['beef', 'veal', 'poultry', 'game (deer, venison)']",['Pinot Noir'],"['Argentina', 'Patagonia']",Argentinian Pinot Noir,https://images.vivino.com/thumbs/U9PUTt8fSP28_JzXhnNq_Q_pb_x600.png
https://www.vivino.com/girl-and-dragon-malbec/w/2463387?year=2019&price_id=26594001,Malbec,2019,Girl & Dragon,3.7,196,16.79,65.687555%,21.497355000000002%,15.367542499999999%,37.47009%,"{'oaky': 147, 'black fruit': 131, 'red fruit': 96, 'earthy': 66, 'spices': 44, 'yeasty': 15, 'dried fruit': 5, 'ageing': 4, 'citrus': 4, 'vegetal': 2, 'tree fruit': 2, 'floral': 1}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/gMJMYARhRZmnGIX10nIxmg_pb_x600.png
https://www.vivino.com/bodega-norton-onehundredone-bubbles-mendoza/w/6153130?price_id=35546763,101 Bubbles,N.V.,Bodega Norton,3.7,193,17.06, 17.5%,,, 81.1038%,"{'tree fruit': 20, 'citrus': 10, 'earthy': 6, 'yeasty': 3, 'ageing': 2, 'vegetal': 1}","['shellfish', 'any junk food will do', 'appetizers and snacks', 'lean fish', 'aperitif']",['100%Grüner Veltliner'],"['Argentina', 'Mendoza']",Argentinian Mendoza Sparkling,https://images.vivino.com/thumbs/rTUoaD7IQre-G4KPGaBEwA_pb_x600.png
https://www.vivino.com/recuerdo-aliado-malbec/w/1956512?year=2011&price_id=36387930,Aliado Malbec,2011,Recuerdo,3.7,190,30,67.08979500000001%,29.542517500000002%,13.951700000000002%,33.593875000000004%,"{'black fruit': 14, 'earthy': 13, 'oaky': 13, 'spices': 4, 'red fruit': 3, 'yeasty': 1, 'dried fruit': 1, 'citrus': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/j_CyVsrDQ1WD-ldoLW149A_pb_x600.png
https://www.vivino.com/domaine-bousquet-gualtallary-organic-cabernet-sauvignon/w/779027?year=2022&price_id=37091534,Organic Cabernet Sauvignon,2022,Domaine Bousquet,3.7,187,16.97,62.2714575%,55.114250000000006%,8.702792500000001%,45.7222925%,"{'oaky': 184, 'black fruit': 169, 'red fruit': 136, 'earthy': 72, 'spices': 35, 'dried fruit': 9, 'vegetal': 9, 'floral': 8, 'tree fruit': 7, 'yeasty': 7, 'ageing': 2, 'tropical': 2}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/NEtIE5GlSv-y-f8gs1jBuA_pb_x600.png
https://www.vivino.com/alicia-paso-de-piedra-cabernet-sauvignon/w/1221211?year=2013&price_id=14872869,Paso de Piedra Cabernet Sauvignon,2013,Viña Alicia,3.7,186,19.99,64.36019999999999%,53.220772499999995%,5.758890000000001%,46.507425%,"{'oaky': 31, 'black fruit': 25, 'spices': 16, 'earthy': 13, 'red fruit': 13, 'citrus': 3, 'ageing': 2, 'vegetal': 2}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/bUCP_hqyTeOHkE4uNjMiCw_pb_x600.png
